,CRIM,ZN,INDUS,NOX,RM,AGE,DIS,TAX,PTRATIO,MEDV
309,0.04741,0.0,11.93,0.573,6.03,80.8,2.505,273,21.0,0.0
310,0.043789999999999996,80.0,3.37,0.39799999999999996,5.787000000000001,31.1,6.6115,337,16.1,0.0
311,0.01432,100.0,1.32,0.41100000000000003,6.816,40.5,8.3248,256,15.1,1.0
312,0.03427,0.0,5.19,0.515,5.869,46.3,5.2311,224,20.2,0.0
313,0.18159,0.0,7.38,0.493,6.376,54.3,4.5404,287,19.6,1.0
314,5.5810699999999995,0.0,18.1,0.713,6.436,87.9,2.3158,666,20.2,0.0
315,23.6482,0.0,18.1,0.6709999999999999,6.38,96.2,1.3861,666,20.2,0.0
316,2.14918,0.0,19.58,0.871,5.709,98.5,1.6232,403,14.7,0.0
317,2.3309900000000003,0.0,19.58,0.871,5.186,93.8,1.5296,403,14.7,0.0
318,0.2896,0.0,9.69,0.585,5.39,72.9,2.7986,391,19.2,0.0
319,0.06466000000000001,70.0,2.24,0.4,6.345,20.1,7.8278,358,14.8,1.0
320,0.01381,80.0,0.46,0.42200000000000004,7.875,32.0,5.6484,255,14.4,1.0
321,0.03306,0.0,5.19,0.515,6.059,37.3,4.8122,224,20.2,1.0
322,0.35233000000000003,0.0,21.89,0.624,6.454,98.4,1.8498,437,21.2,0.0
323,0.06724,0.0,3.24,0.46,6.332999999999999,17.2,5.2146,430,16.9,1.0
324,0.04294,28.0,15.04,0.46399999999999997,6.249,77.3,3.615,270,18.2,1.0
325,4.55587,0.0,18.1,0.718,3.5610000000000004,87.9,1.6132,666,20.2,1.0
326,0.66351,20.0,3.97,0.647,7.332999999999999,100.0,1.8946,264,13.0,1.0
327,7.67202,0.0,18.1,0.693,5.747000000000001,98.9,1.6334,666,20.2,0.0
328,0.0136,75.0,4.0,0.41,5.888,47.6,7.3197,469,21.1,0.0
329,0.17142000000000002,0.0,6.91,0.44799999999999995,5.682,33.8,5.1004,233,17.9,0.0
330,0.08221,22.0,5.86,0.431,6.957000000000001,6.8,8.9067,330,19.1,1.0
331,0.31533,0.0,6.2,0.504,8.266,78.3,2.8944,307,17.4,1.0
332,6.96215,0.0,18.1,0.7,5.712999999999999,97.0,1.9265,666,20.2,0.0
333,20.7162,0.0,18.1,0.659,4.138,100.0,1.1781,666,20.2,0.0
334,0.12082999999999999,0.0,2.89,0.445,8.068999999999999,76.0,3.4952,276,18.0,1.0
335,0.01951,17.5,1.38,0.4161,7.104,59.5,9.2229,216,18.6,1.0
336,0.09512000000000001,0.0,12.83,0.43700000000000006,6.2860000000000005,45.0,4.5026,398,18.7,1.0
337,6.53876,0.0,18.1,0.631,7.016,97.5,1.2024,666,20.2,1.0
338,0.02875,28.0,15.04,0.46399999999999997,6.211,28.9,3.6659,270,18.2,1.0
339,2.81838,0.0,18.1,0.532,5.7620000000000005,40.3,4.0983,666,20.2,1.0
340,0.027630000000000002,75.0,2.95,0.428,6.595,21.8,5.4011,252,18.3,1.0
341,0.10153,0.0,12.83,0.43700000000000006,6.279,74.5,4.0522,398,18.7,1.0
342,0.06911,45.0,3.44,0.43700000000000006,6.739,30.8,6.4798,398,15.2,1.0
343,0.33045,0.0,6.2,0.507,6.086,61.5,3.6519,307,17.4,1.0
344,2.7797400000000003,0.0,19.58,0.871,4.9030000000000005,97.8,1.3459,403,14.7,0.0
345,0.1029,30.0,4.93,0.428,6.358,52.9,7.0355,300,16.6,1.0
346,0.10659,80.0,1.91,0.413,5.936,19.5,10.5857,334,22.0,1.0
347,8.49213,0.0,18.1,0.584,6.348,86.1,2.0527,666,20.2,0.0
348,0.25356,0.0,9.9,0.544,5.705,77.7,3.945,304,18.4,0.0
349,0.59005,0.0,21.89,0.624,6.372000000000001,97.9,2.3274,437,21.2,1.0
350,0.035019999999999996,80.0,4.95,0.41100000000000003,6.861000000000001,27.9,5.1167,245,19.2,1.0
351,13.9134,0.0,18.1,0.713,6.207999999999999,95.0,2.2222,666,20.2,0.0
352,3.6736699999999995,0.0,18.1,0.583,6.312,51.9,3.9917,666,20.2,1.0
353,67.9208,0.0,18.1,0.693,5.683,100.0,1.4254,666,20.2,0.0
354,3.69311,0.0,18.1,0.713,6.376,88.4,2.5671,666,20.2,0.0
355,0.21038,20.0,3.33,0.4429,6.812,32.2,4.1007,216,14.9,1.0
356,0.04684,0.0,3.41,0.489,6.417000000000001,66.1,3.0923,270,17.8,1.0
357,0.28392,0.0,7.38,0.493,5.707999999999999,74.3,4.7211,287,19.6,0.0
358,0.19133,22.0,5.86,0.431,5.605,70.2,7.9549,330,19.1,0.0
359,0.06162,0.0,4.39,0.442,5.898,52.3,8.0136,352,18.8,0.0
360,13.0751,0.0,18.1,0.58,5.712999999999999,56.7,2.8237,666,20.2,1.0
361,0.16439,22.0,5.86,0.431,6.433,49.1,7.8265,330,19.1,1.0
362,0.13058,0.0,10.01,0.547,5.872000000000001,73.1,2.4775,432,17.8,1.0
363,0.04666,80.0,1.52,0.40399999999999997,7.107,36.6,7.309,329,12.6,1.0
364,5.44114,0.0,18.1,0.713,6.655,98.2,2.3552,666,20.2,0.0
365,0.21161,0.0,8.56,0.52,6.1370000000000005,87.4,2.7147,384,20.9,0.0
366,0.38735,0.0,25.65,0.581,5.6129999999999995,95.6,1.7572,188,19.1,0.0
367,3.69695,0.0,18.1,0.718,4.963,91.4,1.7523,666,20.2,1.0
368,0.0837,45.0,3.44,0.43700000000000006,7.185,38.9,4.5667,398,15.2,1.0
369,0.02055,85.0,0.74,0.41,6.382999999999999,35.7,9.1876,313,17.3,1.0
370,0.0459,52.5,5.32,0.405,6.315,45.6,7.3172,293,16.6,1.0
371,0.061270000000000005,40.0,6.41,0.447,6.8260000000000005,27.6,4.8628,254,17.6,1.0
372,0.19186,0.0,7.38,0.493,6.431,14.7,5.4159,287,19.6,1.0
373,0.1712,0.0,8.56,0.52,5.836,91.9,2.211,384,20.9,0.0
374,1.6566,0.0,19.58,0.871,6.122000000000001,97.3,1.618,403,14.7,1.0
375,0.00632,18.0,2.31,0.5379999999999999,6.575,65.2,4.09,296,15.3,1.0
376,0.88125,0.0,21.89,0.624,5.6370000000000005,94.7,1.9799,437,21.2,0.0
377,0.9884299999999999,0.0,8.14,0.5379999999999999,5.813,100.0,4.0952,307,21.0,0.0
378,0.015380000000000001,90.0,3.75,0.39399999999999996,7.454,34.2,6.3361,244,15.9,1.0
379,0.05561,70.0,2.24,0.4,7.041,10.0,7.8278,358,14.8,1.0
380,0.3692,0.0,9.9,0.544,6.567,87.3,3.6023,304,18.4,1.0
381,0.0315,95.0,1.47,0.40299999999999997,6.975,15.3,7.6534,402,17.0,1.0
382,0.05789,12.5,6.07,0.409,5.877999999999999,21.4,6.497999999999999,345,18.9,1.0
383,0.01778,95.0,1.47,0.40299999999999997,7.135,13.9,7.6534,402,17.0,1.0
384,0.57529,0.0,6.2,0.507,8.337,73.3,3.8384,307,17.4,1.0
385,20.0849,0.0,18.1,0.7,4.368,91.2,1.4395,666,20.2,0.0
386,18.811,0.0,18.1,0.597,4.628,100.0,1.5539,666,20.2,0.0
387,14.3337,0.0,18.1,0.614,6.229,88.0,1.9512,666,20.2,1.0
388,0.07896,0.0,12.83,0.43700000000000006,6.273,6.0,4.2515,398,18.7,1.0
389,0.03578,20.0,3.33,0.4429,7.82,64.5,4.6947,216,14.9,1.0
390,0.10612,30.0,4.93,0.428,6.095,65.1,6.3361,300,16.6,1.0
391,0.9761700000000001,0.0,21.89,0.624,5.757000000000001,98.4,2.346,437,21.2,0.0
392,18.4982,0.0,18.1,0.6679999999999999,4.138,100.0,1.137,666,20.2,0.0
393,4.0974,0.0,19.58,0.871,5.468,100.0,1.4118,403,14.7,0.0
394,0.15445,25.0,5.13,0.45299999999999996,6.145,29.2,7.8148,284,19.7,1.0
395,0.23911999999999997,0.0,9.69,0.585,6.019,65.3,2.4091,391,19.2,1.0
396,0.0456,0.0,13.89,0.55,5.888,56.0,3.1121,276,16.4,1.0
397,1.38799,0.0,8.14,0.5379999999999999,5.95,82.0,3.99,307,21.0,0.0
398,7.36711,0.0,18.1,0.679,6.193,78.1,1.9356,666,20.2,0.0
399,0.1415,0.0,6.91,0.44799999999999995,6.169,6.6,5.7209,233,17.9,1.0
400,0.13587,0.0,10.59,0.489,6.064,59.1,4.2392,277,18.6,1.0
401,0.08664,45.0,3.44,0.43700000000000006,7.178,26.3,6.4798,398,15.2,1.0
402,0.26938,0.0,9.9,0.544,6.266,82.8,3.2628,304,18.4,1.0
403,0.053020000000000005,0.0,3.41,0.489,7.079,63.1,3.4145,270,17.8,1.0
404,0.0686,0.0,2.89,0.445,7.416,62.5,3.4952,276,18.0,1.0
405,0.14231,0.0,10.01,0.547,6.254,84.2,2.2565,432,17.8,0.0
406,0.1676,0.0,7.38,0.493,6.426,52.3,4.5404,287,19.6,1.0
407,0.04301,80.0,1.91,0.413,5.662999999999999,21.9,10.5857,334,22.0,0.0
408,0.06905,0.0,2.18,0.45799999999999996,7.147,54.2,6.0622,222,18.7,1.0
409,0.21719000000000002,0.0,10.59,0.489,5.807,53.8,3.6526,277,18.6,1.0
410,0.06076,0.0,11.93,0.573,6.976,91.0,2.1675,273,21.0,1.0
411,4.03841,0.0,18.1,0.532,6.229,90.7,3.0993,666,20.2,0.0
412,0.16902,0.0,25.65,0.581,5.986000000000001,88.4,1.9929,188,19.1,1.0
413,0.52693,0.0,6.2,0.504,8.725,83.0,2.8944,307,17.4,1.0
414,12.0482,0.0,18.1,0.614,5.648,87.6,1.9512,666,20.2,1.0
415,3.1636,0.0,18.1,0.655,5.7589999999999995,48.2,3.0665,666,20.2,0.0
416,0.10008,0.0,2.46,0.488,6.563,95.6,2.847,193,17.8,1.0
417,2.15505,0.0,19.58,0.871,5.627999999999999,100.0,1.5166,403,14.7,0.0
418,0.03584,80.0,3.37,0.39799999999999996,6.29,17.8,6.6115,337,16.1,1.0
419,0.13554000000000002,12.5,6.07,0.409,5.593999999999999,36.8,6.497999999999999,345,18.9,0.0
420,17.8667,0.0,18.1,0.6709999999999999,6.223,100.0,1.3861,666,20.2,0.0
421,0.09378,12.5,7.87,0.524,5.888999999999999,39.0,5.4509,311,15.2,1.0
422,0.053720000000000004,0.0,13.92,0.43700000000000006,6.5489999999999995,51.0,5.9604,289,16.0,1.0
423,9.96654,0.0,18.1,0.74,6.485,100.0,1.9784,666,20.2,0.0
424,3.8497,0.0,18.1,0.77,6.395,91.0,2.5052,666,20.2,1.0
425,0.47547,0.0,9.9,0.544,6.1129999999999995,58.8,4.0019,304,18.4,1.0
426,0.06642,0.0,4.05,0.51,6.86,74.4,2.9153,296,16.6,1.0
427,0.04011,80.0,1.52,0.40399999999999997,7.287000000000001,34.1,7.309,329,12.6,1.0
428,0.40202,0.0,9.9,0.544,6.382000000000001,67.2,3.5325,304,18.4,1.0
429,0.04527,0.0,11.93,0.573,6.12,76.7,2.2875,273,21.0,1.0
430,0.06617,0.0,3.24,0.46,5.867999999999999,25.8,5.2146,430,16.9,0.0
431,0.06417,0.0,5.96,0.499,5.933,68.2,3.3603,279,19.2,0.0
432,0.09068,45.0,3.44,0.43700000000000006,6.9510000000000005,21.5,6.4798,398,15.2,1.0
433,0.10469,40.0,6.41,0.447,7.267,49.0,4.7872,254,17.6,1.0
434,0.36894,22.0,5.86,0.431,8.259,8.4,8.9067,330,19.1,1.0
435,0.17134000000000002,0.0,10.01,0.547,5.928,88.2,2.4631,432,17.8,0.0
436,0.77299,0.0,8.14,0.5379999999999999,6.495,94.4,4.4547,307,21.0,0.0
437,0.5405,20.0,3.97,0.575,7.47,52.6,2.872,264,13.0,1.0
438,0.1396,0.0,8.56,0.52,6.167000000000001,90.0,2.421,384,20.9,1.0
439,0.76162,20.0,3.97,0.647,5.56,62.8,1.9865,264,13.0,1.0
440,0.09065,20.0,6.96,0.46399999999999997,5.92,61.5,3.9175,223,18.6,1.0
441,0.13117,0.0,8.56,0.52,6.127000000000001,85.2,2.1224,384,20.9,1.0
442,0.43571000000000004,0.0,10.59,0.489,5.343999999999999,100.0,3.875,277,18.6,1.0
443,1.41385,0.0,19.58,0.871,6.129,96.0,1.7494,403,14.7,0.0
444,11.8123,0.0,18.1,0.718,6.824,76.5,1.794,666,20.2,0.0
445,7.022589999999999,0.0,18.1,0.718,6.006,95.3,1.8746,666,20.2,0.0
446,4.26131,0.0,18.1,0.77,6.112,81.3,2.5091,666,20.2,1.0
447,2.3139,0.0,19.58,0.605,5.88,97.3,2.3887,403,14.7,0.0
448,0.62739,0.0,8.14,0.5379999999999999,5.834,56.5,4.4986,307,21.0,0.0
449,0.11747,12.5,7.87,0.524,6.0089999999999995,82.9,6.2267,311,15.2,0.0
450,22.5971,0.0,18.1,0.7,5.0,89.5,1.5184,666,20.2,0.0
451,4.22239,0.0,18.1,0.77,5.803,89.0,1.9047,666,20.2,0.0
452,0.035480000000000005,80.0,3.64,0.392,5.876,19.1,9.2203,315,16.4,1.0
453,0.08199,0.0,13.92,0.43700000000000006,6.0089999999999995,42.3,5.5027,289,16.0,1.0
454,0.11432,0.0,8.56,0.52,6.781000000000001,71.3,2.8561,384,20.9,1.0
455,1.34284,0.0,19.58,0.605,6.066,100.0,1.7573,403,14.7,1.0
456,12.2472,0.0,18.1,0.584,5.837000000000001,59.7,1.9976,666,20.2,0.0
457,0.21977,0.0,6.91,0.44799999999999995,5.602,62.0,6.0877,233,17.9,0.0
458,0.01096,55.0,2.25,0.389,6.452999999999999,31.9,7.3073,300,15.3,1.0
459,0.12816,12.5,6.07,0.409,5.885,33.0,6.497999999999999,345,18.9,1.0
460,0.17004,12.5,7.87,0.524,6.004,85.9,6.5921,311,15.2,0.0
461,2.63548,0.0,9.9,0.544,4.973,37.8,2.5194,304,18.4,0.0
462,0.21409,22.0,5.86,0.431,6.438,8.9,7.3967,330,19.1,1.0
463,0.04417,70.0,2.24,0.4,6.871,47.4,7.8278,358,14.8,1.0
464,0.75026,0.0,8.14,0.5379999999999999,5.9239999999999995,94.1,4.3996,307,21.0,0.0
465,13.6781,0.0,18.1,0.74,5.935,87.9,1.8206,666,20.2,0.0
466,0.09604,40.0,6.41,0.447,6.854,42.8,4.2673,254,17.6,1.0
467,0.1403,22.0,5.86,0.431,6.487,13.0,7.3967,330,19.1,1.0
468,0.44178,0.0,6.2,0.504,6.5520000000000005,21.4,3.3751,307,17.4,1.0
469,0.03445,82.5,2.03,0.415,6.162000000000001,38.4,6.27,348,14.7,1.0
470,0.10084,0.0,10.01,0.547,6.715,81.6,2.6775,432,17.8,1.0
471,0.08707000000000001,0.0,12.83,0.43700000000000006,6.14,45.8,4.0905,398,18.7,1.0
472,0.35114,0.0,7.38,0.493,6.041,49.9,4.7211,287,19.6,1.0
473,0.11027,25.0,5.13,0.45299999999999996,6.456,67.8,7.2255,284,19.7,1.0
474,0.015009999999999999,80.0,2.01,0.435,6.635,29.7,8.344,280,17.0,1.0
475,9.513630000000001,0.0,18.1,0.713,6.728,94.1,2.4961,666,20.2,0.0
476,0.07503,33.0,2.18,0.47200000000000003,7.42,71.9,3.0992,222,18.4,1.0
477,11.1604,0.0,18.1,0.74,6.629,94.6,2.1247,666,20.2,0.0
478,7.52601,0.0,18.1,0.713,6.417000000000001,98.3,2.185,666,20.2,0.0
479,2.7339700000000002,0.0,19.58,0.871,5.597,94.9,1.5257,403,14.7,0.0
480,0.2909,0.0,21.89,0.624,6.1739999999999995,93.6,1.6119,437,21.2,0.0
481,9.33889,0.0,18.1,0.679,6.38,95.6,1.9682,666,20.2,0.0
482,0.024980000000000002,0.0,1.89,0.518,6.54,59.7,6.2669,422,15.9,0.0
483,0.12269000000000001,0.0,6.91,0.44799999999999995,6.069,40.0,5.7209,233,17.9,1.0
484,0.10959,0.0,11.93,0.573,6.794,89.3,2.3889,273,21.0,1.0
485,0.08014,0.0,5.96,0.499,5.85,41.5,3.9342,279,19.2,1.0
486,0.03113,0.0,4.39,0.442,6.013999999999999,48.5,8.0136,352,18.8,0.0
487,5.82115,0.0,18.1,0.713,6.513,89.9,2.8016,666,20.2,1.0
488,0.65665,20.0,3.97,0.647,6.8420000000000005,100.0,2.0107,264,13.0,1.0
489,0.7904100000000001,0.0,9.9,0.544,6.122000000000001,52.8,2.6403,304,18.4,1.0
490,0.09266,34.0,6.09,0.433,6.495,18.4,5.4917,329,16.1,1.0
491,0.17783,0.0,9.69,0.585,5.569,73.5,2.3999,391,19.2,0.0
492,0.07013,0.0,13.89,0.55,6.642,85.1,3.4211,276,16.4,1.0
493,0.41238,0.0,6.2,0.504,7.162999999999999,79.9,3.2157,307,17.4,1.0
494,15.5757,0.0,18.1,0.58,5.926,71.0,2.9084,666,20.2,0.0
495,0.13262000000000002,0.0,8.56,0.52,5.851,96.7,2.1069,384,20.9,0.0
496,6.80117,0.0,18.1,0.713,6.081,84.4,2.7175,666,20.2,1.0
497,12.8023,0.0,18.1,0.74,5.854,96.6,1.8956,666,20.2,0.0
498,10.232999999999999,0.0,18.1,0.614,6.185,96.7,2.1705,666,20.2,0.0
499,0.35809,0.0,6.2,0.507,6.9510000000000005,88.5,2.8617,307,17.4,1.0
